,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1414,Vullaby,Aurorus,Arbok,Dhelmise,Togepi,Cacnea,Kingdra,Ponyta,Monferno,Chesnaught,Popplio,Gardevoir,Metagross,Floette,Togekiss,Haxorus,Garchomp,Salamence,Silvally,Sigilyph,Slaking,Pidgeot,Unfezant,Kommo-o,Gengar,Gallade,Mienshao,Goodra,Rotom,Decidueye,Crobat
1415,Manectric,Nosepass,Crabrawler,Grubbin,Bellossom,Baltoy,Jolteon,Fletchinder,Cleffa,Kabuto,Accelgor,Garchomp,Gliscor,Swampert,Excadrill,Slaking,Alakazam,Seismitoad,Tyrantrum,Nidoking,Drampa,Gligar,Kommo-o,Flygon,Blaziken,Kangaskhan,Silvally,Bewear,Lopunny,Hippowdon,Tyranitar
1416,Kangaskhan,Vullaby,Xatu,Buneary,Frillish,Palpitoad,Bellsprout,Arbok,Amaura,Cherrim,Flareon,Kommo-o,Kadabra,Alakazam,Misdreavus,Bisharp,Tentacruel,Banette,Meowstic,Sawk,Salamence,Braviary,Goodra,Hydreigon,Passimian,Gallade,Silvally,Kangaskhan,Charizard,Togedemaru,Lucario
1417,Simipour,Beheeyem,Darumaka,Turtonator,Vespiquen,Togedemaru,Druddigon,Mothim,Tropius,Vaporeon,Ferroseed,Goodra,Altaria,Kangaskhan,Metagross,Slaking,Tyranitar,Bisharp,Gardevoir,Kommo-o,Venusaur,Salamence,Cryogonal,Absol,Garchomp,Dragonite,Shiftry,Sliggoo,Vanilluxe,Scizor,Houndoom
1418,Poliwrath,Leafeon,Venipede,Chinchou,Frogadier,Wigglytuff,Squirtle,Camerupt,Trevenant,Fearow,Pikachu,Gardevoir,Aerodactyl,Silvally,Tyranitar,Slaking,Salamence,Goodra,Altaria,Noivern,Archeops,Swampert,Floette,Greninja,Pinsir,Decidueye,Hydreigon,Kangaskhan,Volcarona,Lapras,Tentacruel
1419,Leafeon,Leafeon,Spearow,Piloswine,Mawile,Pawniard,Oshawott,Tyrunt,Trapinch,Persian,Omastar,Jellicent,Floette,Garchomp,Salamence,Heracross,Slaking,Whimsicott,Blastoise,Swampert,Altaria,Milotic,Dragonite,Leavanny,Lopunny,Blaziken,Ferrothorn,Scizor,Gogoat,Sylveon,Metagross
1420,Salamence,Skiploom,Watchog,Misdreavus,Gourgeist,Roserade,Shellder,Crawdaunt,Zigzagoon,Empoleon,Axew,Goodra,Chesnaught,Slaking,Salamence,Garchomp,Gogoat,Kommo-o,Hydreigon,Tsareena,Leavanny,Heracross,Absol,Leafeon,Venusaur,Haxorus,Dragonite,Volcarona,Altaria,Hawlucha,Excadrill
1421,Popplio,Lunatone,Wurmple,Empoleon,Machamp,Binacle,Slurpuff,Chesnaught,Umbreon,Darmanitan,Mimikyu,Charizard,Kangaskhan,Alakazam,Blaziken,Gardevoir,Aerodactyl,Kadabra,Typhlosion,Slaking,Sharpedo,Delphox,Lopunny,Grumpig,Meowstic,Espeon,Emboar,Xatu,Altaria,Floette,Talonflame
1422,Tangela,Boldore,Masquerain,Pineco,Honchkrow,Meditite,Mr. Mime,Silcoon,Marill,Solosis,Stoutland,Arcanine,Bisharp,Slaking,Tyranitar,Metagross,Mismagius,Kangaskhan,Skuntank,Purugly,Floette,Incineroar,Typhlosion,Aerodactyl,Gliscor,Jolteon,Klinklang,Gengar,Scizor,Sharpedo,Silvally
1423,Spewpa,Litwick,Poochyena,Graveler,Hoppip,Lickitung,Tepig,Slowking,Aggron,Darumaka,Vileplume,Garchomp,Magnezone,Chandelure,Magneton,Metagross,Chesnaught,Aegislash,Typhlosion,Houndoom,Hydreigon,Charizard,Pangoro,Excadrill,Kommo-o,Espeon,Blaziken,Bewear,Gliscor,Kingdra,Golurk
1424,Houndour,Swirlix,Bruxish,Zorua,Krookodile,Persian,Pineco,Aromatisse,Steenee,Mawile,Krabby,Venusaur,Scizor,Crobat,Swalot,Kangaskhan,Blaziken,Slaking,Metagross,Silvally,Klinklang,Steelix,Klefki,Aegislash,Magnezone,Mamoswine,Bouffalant,Porygon-Z,Sandslash,Dodrio,Arcanine
1425,Dustox,Aurorus,Purrloin,Banette,Jigglypuff,Spiritomb,Pansage,Staryu,Sylveon,Charizard,Grumpig,Slaking,Pidgeot,Kangaskhan,Gyarados,Aerodactyl,Lopunny,Sharpedo,Tyranitar,Houndoom,Charizard,Manectric,Hydreigon,Stoutland,Tauros,Excadrill,Lucario,Delphox,Togedemaru,Metagross,Silvally
1426,Mismagius,Fennekin,Rhyhorn,Togepi,Amoonguss,Chingling,Greninja,Dusknoir,Meditite,Bewear,Sentret,Heracross,Chesnaught,Altaria,Togekiss,Silvally,Dragonite,Floette,Sceptile,Salamence,Slaking,Garchomp,Venusaur,Gogoat,Aerodactyl,Swampert,Beedrill,Gyarados,Metagross,Tyrantrum,Exploud
1427,Lilligant,Raticate,Hakamo-o,Golett,Glalie,Chansey,Nincada,Mudbray,Remoraid,Yanmega,Smoochum,Rapidash,Drifloon,Drifblim,Mismagius,Skuntank,Onix,Gengar,Magmortar,Togekiss,Mamoswine,Emboar,Slowbro,Floatzel,Stoutland,Simipour,Unfezant,Tentacruel,Sigilyph,Archeops,Garbodor
1428,Magmar,Gogoat,Morelull,Steenee,Solosis,Marshtomp,Omanyte,Carbink,Conkeldurr,Sewaddle,Shuckle,Gourgeist,Venusaur,Drifblim,Trevenant,Gardevoir,Sigilyph,Decidueye,Floette,Sylveon,Mismagius,Hypno,Tropius,Torterra,Banette,Salamence,Gothitelle,Altaria,Slaking,Kadabra,Chimecho
1429,Honedge,Quagsire,Linoone,Shiinotic,Golurk,Yanmega,Cradily,Swadloon,Lumineon,Porygon,Gible,Salamence,Lucario,Gengar,Kangaskhan,Gardevoir,Metagross,Kommo-o,Ampharos,Dragonite,Scizor,Scolipede,Goodra,Throh,Charizard,Absol,Slaking,Conkeldurr,Altaria,Haxorus,Floette
1430,Numel,Noibat,Grumpig,Volbeat,Meowth,Surskit,Alakazam,Darumaka,Duosion,Starly,Axew,Honchkrow,Zoroark,Mightyena,Tyranitar,Houndoom,Hydreigon,Mandibuzz,Umbreon,Malamar,Skuntank,Drapion,Sharpedo,Bisharp,Persian,Metagross,Krookodile,Shiftry,Liepard,Greninja,Nuzleaf
1431,Mudkip,Quilladin,Rhydon,Skuntank,Aipom,Floatzel,Morelull,Haunter,Crabominable,Wailord,Pidove,Gardevoir,Dragonite,Sceptile,Goodra,Greninja,Kangaskhan,Gyarados,Garchomp,Salamence,Slaking,Simisage,Aerodactyl,Alakazam,Luxray,Empoleon,Kadabra,Gogoat,Bewear,Espeon,Porygon-Z
1432,Grotle,Shinx,Mudbray,Mamoswine,Alakazam,Spewpa,Bagon,Spheal,Bisharp,Milotic,Gloom,Salamence,Hydreigon,Garchomp,Heracross,Kommo-o,Slaking,Steelix,Blaziken,Floette,Krookodile,Gyarados,Hawlucha,Throh,Goodra,Sawk,Swampert,Scyther,Tyranitar,Meganium,Silvally
1433,Illumise,Jynx,Machoke,Glalie,Drifblim,Chespin,Trevenant,Chimecho,Golurk,Skiddo,Snover,Kommo-o,Dragonite,Bayleef,Meganium,Cyndaquil,Quilava,Typhlosion,Glaceon,Croconaw,Feraligatr,Leafeon,Yanmega,Noctowl,Magmortar,Abomasnow,Finneon,Mime Jr.,Bonsly,Skuntank,Stunky
1434,Lampent,Flabébé,Phantump,Comfey,Oddish,Pansage,Trubbish,Mantine,Emolga,Cottonee,Feebas,Goodra,Slaking,Hydreigon,Metagross,Silvally,Garchomp,Kangaskhan,Manectric,Alakazam,Electabuzz,Dragonite,Tyrantrum,Haxorus,Tyranitar,Vanilluxe,Electivire,Noivern,Ambipom,Altaria,Porygon-Z
1435,Fomantis,Golbat,Zorua,Zoroark,Voltorb,Zorua,Houndour,Tentacruel,Ninjask,Poochyena,Simipour,Manectric,Jolteon,Slaking,Zebstrika,Raichu,Greninja,Noivern,Goodra,Tauros,Absol,Dragonite,Gallade,Hawlucha,Crobat,Salamence,Lucario,Hydreigon,Kingdra,Heliolisk,Dodrio
1436,Ampharos,Chespin,Gothitelle,Stunfisk,Kecleon,Haunter,Houndoom,Beartic,Nidoking,Turtwig,Quagsire,Slaking,Greninja,Hawlucha,Snorlax,Salamence,Lopunny,Gardevoir,Hydreigon,Sharpedo,Minior,Gallade,Primarina,Heracross,Bewear,Kangaskhan,Tyranitar,Charizard,Scizor,Chesnaught,Talonflame
1437,Houndoom,Ferrothorn,Drowzee,Pignite,Aggron,Ninetales,Beheeyem,Lickilicky,Hitmonchan,Torkoal,Lampent,Salamence,Greninja,Slaking,Aerodactyl,Dragonite,Kabutops,Garchomp,Hydreigon,Jellicent,Archeops,Kangaskhan,Sharpedo,Magmortar,Darmanitan,Krookodile,Blastoise,Metagross,Charizard,Altaria,Haxorus
1438,Luxio,Glalie,Bulbasaur,Amaura,Weedle,Mawile,Vanillite,Sableye,Cascoon,Mienshao,Chandelure,Salamence,Starmie,Gliscor,Espeon,Slowbro,Swampert,Floatzel,Gyarados,Alakazam,Nidoking,Slowking,Garchomp,Musharna,Venusaur,Delphox,Meowstic,Dragonite,Metagross,Typhlosion,Bruxish
1439,Floatzel,Krokorok,Stufful,Beldum,Dewgong,Gardevoir,Amaura,Sunkern,Durant,Purugly,Sealeo,Metagross,Gengar,Tyranitar,Houndoom,Darmanitan,Absol,Manectric,Aggron,Greninja,Alakazam,Swampert,Lopunny,Sceptile,Starmie,Steelix,Empoleon,Bisharp,Slaking,Gyarados,Klefki
1440,Krabby,Charizard,Geodude,Luvdisc,Mareep,Chatot,Archen,Cryogonal,Malamar,Taillow,Slowbro,Floette,Greninja,Sharpedo,Absol,Houndoom,Tyranitar,Silvally,Hydreigon,Magnezone,Weavile,Zebstrika,Florges,Slaking,Ampharos,Kangaskhan,Electabuzz,Salamence,Drapion,Pinsir,Aggron
1441,Buizel,Mismagius,Shellder,Swinub,Serperior,Porygon2,Metapod,Sunflora,Mamoswine,Gastly,Crustle,Lucario,Mienshao,Metagross,Gardevoir,Salazzle,Slaking,Gyarados,Skarmory,Simisage,Klinklang,Simisear,Kommo-o,Sawk,Arcanine,Floette,Garchomp,Scizor,Venusaur,Sceptile,Pidgeot
1442,Scolipede,Druddigon,Mudbray,Dewott,Accelgor,Wailord,Farfetch'd,Ursaring,Sealeo,Porygon-Z,Musharna,Slaking,Salamence,Greninja,Gardevoir,Gallade,Hydreigon,Kangaskhan,Metagross,Scizor,Pinsir,Braviary,Serperior,Porygon-Z,Decidueye,Sharpedo,Floette,Manectric,Kadabra,Haxorus,Sigilyph
1443,Swoobat,Pikipek,Bulbasaur,Vivillon,Totodile,Ambipom,Abomasnow,Porygon-Z,Arbok,Mareanie,Mienfoo,Lucario,Aegislash,Chandelure,Salamence,Aerodactyl,Metagross,Beedrill,Tyranitar,Decidueye,Charizard,Lampent,Gengar,Slaking,Kangaskhan,Doublade,Noivern,Delphox,Alakazam,Pidgeot,Volcarona
1444,Feebas,Magnemite,Lanturn,Meowth,Bidoof,Happiny,Floette,Buizel,Grubbin,Dragonair,Garbodor,Kangaskhan,Gengar,Metagross,Arcanine,Charizard,Silvally,Dodrio,Tentacruel,Muk,Slaking,Delphox,Archeops,Typhlosion,Scolipede,Empoleon,Alakazam,Volcarona,Togedemaru,Magmar,Greninja
1445,Chesnaught,Pinsir,Arbok,Blitzle,Dugtrio,Rhydon,Trumbeak,Parasect,Cherubi,Butterfree,Jolteon,Venusaur,Garchomp,Lopunny,Leavanny,Goodra,Chesnaught,Ampharos,Slaking,Nidoqueen,Marowak,Swampert,Hydreigon,Sylveon,Camerupt,Kommo-o,Audino,Whiscash,Flygon,Tyranitar,Drampa
1446,Chimecho,Zangoose,Rampardos,Silvally,Torracat,Ambipom,Litleo,Doduo,Foongus,Poochyena,Bidoof,Torterra,Gallade,Porygon-Z,Mamoswine,Gliscor,Yanmega,Togekiss,Magmortar,Electivire,Tangrowth,Rhyperior,Lickilicky,Magnezone,Weavile,Abomasnow,Lumineon,Carnivine,Drapion,Honchkrow,Purugly
1447,Bidoof,Poliwrath,Eevee,Sunflora,Lycanroc,Butterfree,Emboar,Gothita,Boldore,Glameow,Gastly,Alakazam,Garchomp,Golduck,Simipour,Slaking,Kingdra,Gardevoir,Swampert,Tentacruel,Delphox,Starmie,Milotic,Salamence,Sharpedo,Greninja,Bruxish,Seismitoad,Espeon,Floette,Lumineon
1448,Anorith,Caterpie,Starly,Skitty,Bayleef,Snover,Petilil,Clawitzer,Espurr,Floatzel,Poliwag,Salamence,Goodra,Meganium,Greninja,Hydreigon,Dragonite,Leavanny,Altaria,Lilligant,Kommo-o,Decidueye,Slaking,Garchomp,Simisage,Alakazam,Gogoat,Silvally,Kangaskhan,Lopunny,Venusaur
1449,Cinccino,Piplup,Dewgong,Azumarill,Mismagius,Kricketot,Azurill,Sawsbuck,Relicanth,Toxicroak,Snubbull,Gardevoir,Metagross,Kadabra,Kangaskhan,Salamence,Aegislash,Slaking,Decidueye,Espeon,Sigilyph,Lucario,Kommo-o,Scizor,Garchomp,Gallade,Meowstic,Magnezone,Flygon,Hydreigon,Tentacruel
1450,Hypno,Shuppet,Magmar,Psyduck,Skuntank,Leafeon,Meganium,Emboar,Magnemite,Diggersby,Trubbish,Gardevoir,Salamence,Dragonite,Blaziken,Goodra,Slaking,Gengar,Hydreigon,Delphox,Arcanine,Alakazam,Archeops,Infernape,Haxorus,Dodrio,Xatu,Altaria,Noivern,Pidgeot,Meowstic
1451,Sylveon,Porygon-Z,Gengar,Koffing,Durant,Honedge,Pikachu,Hitmontop,Mothim,Beheeyem,Rufflet,Golurk,Grumpig,Dragonite,Goodra,Garchomp,Starmie,Metagross,Magmortar,Arcanine,Banette,Togedemaru,Dusknoir,Espeon,Slaking,Skuntank,Absol,Swampert,Steelix,Scizor,Salamence
1452,Electrike,Furret,Conkeldurr,Squirtle,Herdier,Pelipper,Trapinch,Ambipom,Petilil,Braviary,Budew,Tyranitar,Metagross,Slaking,Kangaskhan,Manectric,Kommo-o,Jolteon,Tyrantrum,Salamence,Decidueye,Alakazam,Porygon-Z,Gardevoir,Magnezone,Espeon,Charizard,Lopunny,Pidgeot,Togedemaru,Typhlosion
1453,Swirlix,Porygon2,Makuhita,Surskit,Weedle,Wingull,Dedenne,Wigglytuff,Lycanroc,Vanillite,Noctowl,Metagross,Sharpedo,Excadrill,Slaking,Tauros,Gallade,Greninja,Silvally,Klinklang,Magnezone,Kangaskhan,Floatzel,Lucario,Steelix,Swampert,Tyranitar,Floette,Infernape,Aggron,Alakazam
1454,Wishiwashi,Ludicolo,Ledian,Cyndaquil,Archeops,Carvanha,Mothim,Whirlipede,Spearow,Meowth,Axew,Kommo-o,Araquanid,Abomasnow,Dragalge,Azumarill,Toxicroak,Politoed,Drapion,Lucario,Garchomp,Toxapex,Yanma,Espeon,Umbreon,Weavile,Murkrow,Girafarig,Skuntank,Forretress,Stunky
1455,Vanillite,Grimer,Togekiss,Bagon,Barbaracle,Pidgey,Sunflora,Skarmory,Simisage,Luvdisc,Boldore,Metagross,Lucario,Salamence,Goodra,Slaking,Charizard,Absol,Infernape,Kommo-o,Drifblim,Blaziken,Delphox,Gallade,Bronzong,Magnezone,Arcanine,Magmortar,Gyarados,Simisear,Hydreigon
1456,Roselia,Roggenrola,Shieldon,Totodile,Pignite,Jolteon,Charmander,Starmie,Mantyke,Larvitar,Venipede,Alakazam,Hydreigon,Tyranitar,Goodra,Garchomp,Swampert,Manectric,Krookodile,Malamar,Sliggoo,Zweilous,Decidueye,Krokorok,Slaking,Venusaur,Gogoat,Salamence,Dragonite,Simisage,Floette
1457,Butterfree,Crustle,Metapod,Eelektross,Umbreon,Tangela,Girafarig,Alomomola,Murkrow,Igglybuff,Feebas,Slaking,Salamence,Arcanine,Yanmega,Manectric,Lucario,Absol,Pidgeot,Hydreigon,Simipour,Noivern,Tyranitar,Pinsir,Silvally,Volcarona,Floette,Haxorus,Tauros,Accelgor,Staraptor
1458,Dewgong,Pichu,Shellder,Lickitung,Scatterbug,Bergmite,Gothorita,Flabébé,Garchomp,Slaking,Growlithe,Metagross,Alakazam,Lucario,Pidgeot,Salamence,Aerodactyl,Sceptile,Slaking,Pinsir,Gardevoir,Charizard,Aegislash,Archeops,Simisage,Pyroar,Serperior,Infernape,Houndoom,Tyranitar,Chandelure
1459,Kricketune,Serperior,Heatmor,Pachirisu,Omastar,Oddish,Sewaddle,Cascoon,Porygon,Corsola,Gorebyss,Zweilous,Sliggoo,Garchomp,Druddigon,Clefable,Scrafty,Scizor,Drifblim,Golbat,Malamar,Lanturn,Aegislash,Luxray,Swalot,Empoleon,Altaria,Delphox,Jellicent,Klinklang,Hydreigon
1460,Caterpie,Marshtomp,Skuntank,Cherubi,Froakie,Dwebble,Snivy,Charmeleon,Musharna,Dragalge,Diggersby,Tyranitar,Gardevoir,Salamence,Krookodile,Garchomp,Skuntank,Hydreigon,Metagross,Drapion,Slaking,Snorlax,Incineroar,Gyarados,Houndoom,Ninetales,Greninja,Umbreon,Swampert,Goodra,Dragonite
1461,Farfetch'd,Dwebble,Honedge,Ferrothorn,Gastrodon,Venusaur,Aerodactyl,Steenee,Aron,Drifblim,Combee,Metagross,Gardevoir,Slaking,Hydreigon,Goodra,Alakazam,Skuntank,Salamence,Bronzong,Arcanine,Mr. Mime,Aggron,Drapion,Espeon,Scizor,Porygon-Z,Cryogonal,Kadabra,Absol,Steelix
1462,Tropius,Wigglytuff,Ducklett,Nincada,Goldeen,Arbok,Milotic,Metagross,Vespiquen,Kricketot,Dratini,Tyranitar,Absol,Krookodile,Hydreigon,Garchomp,Zoroark,Magnezone,Seismitoad,Salamence,Drapion,Excadrill,Steelix,Pangoro,Cacturne,Swampert,Weavile,Lucario,Blaziken,Sharpedo,Empoleon
1463,Snorunt,Nincada,Ducklett,Budew,Weavile,Machamp,Torkoal,Swalot,Hariyama,Croagunk,Chesnaught,Chandelure,Metagross,Gengar,Salamence,Emboar,Dragonite,Hypno,Chimecho,Alakazam,Kadabra,Florges,Charizard,Goodra,Slaking,Drifblim,Espeon,Gardevoir,Sigilyph,Gyarados,Gothitelle
1464,Avalugg,Pikachu,Grubbin,Binacle,Golem,Dunsparce,Forretress,Oddish,Cubone,Fraxure,Aron,Mienshao,Banette,Kommo-o,Scizor,Klinklang,Gardevoir,Lucario,Porygon-Z,Bewear,Metagross,Sawk,Chandelure,Slaking,Heracross,Espeon,Goodra,Floette,Dragonite,Darmanitan,Clefable
1465,Lairon,Diglett,Exeggutor,Bayleef,Spoink,Ledian,Charmander,Duosion,Budew,Tentacruel,Archen,Metagross,Slaking,Manectric,Starmie,Salamence,Espeon,Hydreigon,Goodra,Feraligatr,Blastoise,Altaria,Sharpedo,Gengar,Aggron,Absol,Skarmory,Skuntank,Simipour,Probopass,Banette
1466,Ariados,Tsareena,Girafarig,Rhyperior,Shellos,Gumshoos,Oricorio,Sliggoo,Slowbro,Weavile,Sandygast,Kangaskhan,Slaking,Tyranitar,Bisharp,Snorlax,Sylveon,Walrein,Kommo-o,Haxorus,Altaria,Houndoom,Gyarados,Garchomp,Lapras,Floette,Sharpedo,Metagross,Blastoise,Togekiss,Glalie
1467,Aromatisse,Flygon,Murkrow,Flygon,Snorunt,Zebstrika,Mankey,Pikachu,Bellsprout,Gastly,Delphox,Seismitoad,Relicanth,Incineroar,Salamence,Noivern,Goodra,Tyrantrum,Empoleon,Dugtrio,Floatzel,Delphox,Hydreigon,Umbreon,Houndoom,Garchomp,Bisharp,Druddigon,Stunfisk,Alomomola,Stoutland
1468,Nidoran♂,Ekans,Kangaskhan,Vigoroth,Lapras,Delphox,Octillery,Blaziken,Totodile,Vanillite,Poliwag,Salamence,Espeon,Metagross,Starmie,Floatzel,Noivern,Kadabra,Sharpedo,Simipour,Slowbro,Dragonite,Alakazam,Meowstic,Musharna,Pidgeot,Lucario,Slaking,Crobat,Swoobat,Gallade
1469,Zigzagoon,Leavanny,Exploud,Raticate,Delphox,Luxio,Combee,Stunfisk,Treecko,Starmie,Sunkern,Sceptile,Bisharp,Accelgor,Umbreon,Decidueye,Skuntank,Goodra,Ampharos,Absol,Kingdra,Houndoom,Metagross,Zoroark,Drapion,Greninja,Whimsicott,Krokorok,Serperior,Gardevoir,Slaking
1470,Happiny,Barboach,Kadabra,Tropius,Litten,Buneary,Gliscor,Cottonee,Conkeldurr,Timburr,Vespiquen,Salamence,Crobat,Drifblim,Froslass,Alakazam,Charizard,Gourgeist,Togekiss,Kadabra,Xatu,Dragonite,Slaking,Swanna,Decidueye,Trevenant,Meowstic,Whimsicott,Oricorio,Simipour,Delphox
1471,Scolipede,Noctowl,Krabby,Cutiefly,Diggersby,Geodude,Audino,Mightyena,Chatot,Ducklett,Drilbur,Slaking,Tyranitar,Goodra,Lucario,Blaziken,Hydreigon,Salamence,Lopunny,Tauros,Greninja,Tyrantrum,Charizard,Floette,Jolteon,Kangaskhan,Miltank,Garchomp,Bisharp,Sawsbuck,Dragonite
1472,Magmortar,Hypno,Kricketot,Ambipom,Cacnea,Espeon,Spinarak,Skarmory,Swanna,Cubone,Klefki,Metagross,Lucario,Blastoise,Greninja,Houndoom,Slaking,Excadrill,Starmie,Salamence,Gardevoir,Floatzel,Delphox,Volcarona,Slowbro,Empoleon,Krookodile,Incineroar,Sharpedo,Hydreigon,Lopunny
1473,Seedot,Wingull,Carbink,Snover,Purrloin,Pangoro,Shellder,Gothitelle,Gloom,Nincada,Jellicent,Salamence,Garchomp,Banette,Gogoat,Goodra,Altaria,Slaking,Sceptile,Hydreigon,Manectric,Decidueye,Dragonite,Honchkrow,Lilligant,Greninja,Victreebel,Meganium,Skuntank,Mandibuzz,Gliscor
1474,Turtonator,Druddigon,Chingling,Electabuzz,Snubbull,Growlithe,Petilil,Pidgey,Frillish,Bidoof,Yanmega,Noivern,Gardevoir,Slaking,Haxorus,Tentacruel,Manectric,Gyarados,Vaporeon,Salamence,Togekiss,Snorlax,Floette,Banette,Blastoise,Seviper,Braviary,Pyroar,Altaria,Kadabra,Electivire
1475,Eelektross,Panpour,Sentret,Bronzor,Politoed,Dragonair,Snorunt,Buneary,Clamperl,Gurdurr,Carracosta,Floette,Alakazam,Espeon,Gardevoir,Metagross,Goodra,Heracross,Venusaur,Kommo-o,Drifblim,Salamence,Haxorus,Simisage,Mienshao,Blastoise,Gengar,Dragonite,Primarina,Toxicroak,Noivern
1476,Skorupi,Wailmer,Seismitoad,Dwebble,Abra,Kangaskhan,Skiddo,Caterpie,Totodile,Slowbro,Lillipup,Metagross,Bisharp,Scizor,Salamence,Gallade,Aegislash,Gengar,Tyranitar,Manectric,Mismagius,Slaking,Tangrowth,Lucario,Weavile,Garchomp,Dhelmise,Chesnaught,Empoleon,Absol,Decidueye
1477,Croagunk,Dragonite,Panpour,Archen,Litwick,Tynamo,Sandygast,Lilligant,Drowzee,Manectric,Crobat,Ferrothorn,Steelix,Metagross,Slaking,Kangaskhan,Lopunny,Silvally,Musharna,Goodra,Venusaur,Bouffalant,Tyranitar,Audino,Floette,Garchomp,Aerodactyl,Incineroar,Kommo-o,Magnezone,Bronzong
1478,Floette,Seismitoad,Venonat,Lileep,Karrablast,Doduo,Staravia,Pachirisu,Wailmer,Walrein,Dodrio,Manectric,Decidueye,Metagross,Kangaskhan,Lucario,Tyranitar,Greninja,Zebstrika,Jolteon,Slaking,Electabuzz,Electivire,Gardevoir,Venusaur,Hawlucha,Alakazam,Silvally,Electrode,Serperior,Ambipom
1479,Crabominable,Dragalge,Gogoat,Grovyle,Farfetch'd,Cryogonal,Spiritomb,Weezing,Komala,Klang,Raichu,Greninja,Slaking,Swampert,Absol,Metagross,Mamoswine,Hawlucha,Lucario,Salamence,Heracross,Magnezone,Sawk,Passimian,Weavile,Scizor,Typhlosion,Magmortar,Alakazam,Silvally,Infernape
1480,Swoobat,Hitmonchan,Diggersby,Heliolisk,Elgyem,Gloom,Sandile,Hypno,Rattata,Pidgeotto,Sliggoo,Tyranitar,Flygon,Garchomp,Altaria,Bisharp,Scizor,Silvally,Kangaskhan,Slaking,Salamence,Skuntank,Glalie,Miltank,Mandibuzz,Banette,Hydreigon,Kommo-o,Excadrill,Goodra,Vigoroth
1481,Serperior,Ducklett,Beheeyem,Conkeldurr,Druddigon,Venipede,Sunflora,Jigglypuff,Kabuto,Poliwhirl,Onix,Bulbasaur,Pidove,Tranquill,Unfezant,Blitzle,Zebstrika,Roggenrola,Boldore,Gigalith,Musharna,Woobat,Drilbur,Excadrill,Audino,Timburr,Gurdurr,Conkeldurr,Tympole,Palpitoad,Swoobat
1482,Drilbur,Riolu,Hoppip,Toxicroak,Torracat,Torracat,Delphox,Floette,Cherrim,Drilbur,Lanturn,Silvally,Tauros,Slaking,Gengar,Lopunny,Gallade,Metagross,Krookodile,Kangaskhan,Drapion,Greninja,Espeon,Gardevoir,Alakazam,Houndoom,Murkrow,Hydreigon,Lucario,Archeops,Dugtrio
1483,Gabite,Miltank,Aegislash,Vanillish,Aromatisse,Lickitung,Druddigon,Arcanine,Wimpod,Buneary,Vanilluxe,Metagross,Slaking,Gardevoir,Swampert,Gallade,Floette,Goodra,Greninja,Primarina,Passimian,Kommo-o,Gyarados,Espeon,Empoleon,Miltank,Flygon,Lucario,Vaporeon,Alakazam,Blastoise
1484,Grumpig,Budew,Gothita,Victreebel,Togedemaru,Drapion,Gliscor,Gothita,Gloom,Croagunk,Stoutland,Aggron,Salamence,Metagross,Slaking,Aerodactyl,Klinklang,Kangaskhan,Glalie,Tyranitar,Typhlosion,Charizard,Lairon,Houndoom,Tyrantrum,Blaziken,Empoleon,Hydreigon,Simisear,Gyarados,Lucario
1485,Weedle,Linoone,Shieldon,Skitty,Oranguru,Mienshao,Venipede,Klefki,Stunfisk,Chingling,Skiddo,Talonflame,Greninja,Gardevoir,Lucario,Sceptile,Venusaur,Charizard,Metagross,Rotom,Decidueye,Chandelure,Hawlucha,Passimian,Lopunny,Mienshao,Alakazam,Gallade,Xatu,Pidgeot,Espeon
1486,Torchic,Wingull,Furret,Jellicent,Mienfoo,Cacturne,Blissey,Goomy,Phione,Numel,Abra,Kangaskhan,Slaking,Garchomp,Pinsir,Hydreigon,Mienshao,Haxorus,Hawlucha,Aerodactyl,Pidgeot,Charizard,Weavile,Primeape,Sharpedo,Gogoat,Pangoro,Dodrio,Skuntank,Umbreon,Simisage
1487,Lucario,Parasect,Vanillish,Lileep,Plusle,Cherubi,Munna,Litleo,Tentacruel,Geodude,Froakie,Ambipom,Haxorus,Bronzong,Decidueye,Garchomp,Magnezone,Gourgeist,Trevenant,Snorlax,Goodra,Serperior,Hawlucha,Samurott,Starmie,Simipour,Sigilyph,Ampharos,Salamence,Hydreigon,Slaking
1488,Purugly,Poliwrath,Sunflora,Ledyba,Bronzor,Blaziken,Charmeleon,Swirlix,Electabuzz,Exeggcute,Cloyster,Espeon,Alakazam,Delphox,Gardevoir,Mismagius,Greninja,Salamence,Pyroar,Slaking,Garchomp,Meowstic,Dragonite,Chandelure,Heliolisk,Flygon,Aerodactyl,Goodra,Grumpig,Pidgeot,Electabuzz
1489,Carbink,Gligar,Jumpluff,Buneary,Salandit,Ferroseed,Dodrio,Wailmer,Swadloon,Mimikyu,Talonflame,Manectric,Slaking,Tyranitar,Metagross,Gengar,Aerodactyl,Lopunny,Scizor,Archeops,Weavile,Espeon,Salamence,Absol,Kangaskhan,Crobat,Unfezant,Pidgeot,Salazzle,Empoleon,Dragonite
